13:33:06,48,0.9,314.57,0.283113,0,0,0,0.0,312.0,0.0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0,
13:33:07,48,0.9,314.56,0.283104,0,0,0,0.0,312.125,0.0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0,
13:33:08,48,0.9,314.57,0.283113,0,0,0,0.0,312.8125,0.0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0,
13:33:09,48,0.9,314.57,0.283113,0,0,0,0.0,312.25,0.0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0,
13:33:10,48,0.9,314.56,0.283104,0,0,0,0.0,311.625,0.0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0,
13:33:11,48,0.9,314.57,0.283113,0,0,0,0.0,312.25,0.0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0,
13:33:12,48,0.9,314.57,0.283113,0,0,0,0.0,312.625,0.0,0,17737,0,250,-100,30,33,0,0,0,0,0,1,0,
13:33:13,48,0.9,314.58,0.283122,0,0,0,0.0,312.25,0.0,0,17737,0,250,-100,31,33,0,0,0,0,0,1,0,
13:33:14,48,0.9,314.57,0.283113,0,0,0,0.0,312.625,0.0,0,17737,0,250,-100,32,33,0,0,0,0,0,1,0,
13:33:15,48,0.9,314.57,0.283113,0,0,0,0.0,313.1875,0.0,0,17737,0,250,-100,33,33,0,0,0,0,0,1,0,
13:33:16,48,0.9,314.57,0.283113,0,0,0,0.0,312.25,0.0,0,17737,0,250,-100,36,33,0,0,0,0,0,1,0,
13:33:17,48,0.9,314.57,0.283113,0,0,0,0.0,311.75,0.0,0,17737,0,250,-100,35,33,0,0,0,0,0,1,0,
13:33:18,48,0.9,314.58,0.283122,0,0,0,0.0,312.125,0.0,0,17737,0,250,-100,34,33,0,0,0,0,0,1,0,
